Id	HS_gene_id	Gene	Description	HS	GG	NL	PT	HS_aa	PT_aa	GG_aa	NL_aa	overlap	AbsId	Subs	HS_Subs	PT_Subs	GG_Subs	NL_Subs	#1#_Subs	%AbsId	%Subs	%HS_Subs	%PT_Subs	%GG_Subs	%NL_Subs	%#1#_Subs	%NoId
ENST00000286298	ENSG00000155850	SLC26A2	solute carrier family 26 member 2 	ENST00000286298	ENSGGOT00000000533	ENSNLET00000013049	ENSPTRT00000095738	739	739	739	739	728	708	20	3	1	3	12	1	97.2527472527473	2.74725274725274	0.412087912087912	0.137362637362637	0.412087912087912	1.64835164835165	0.137362637362637	0
ENST00000286307	ENSG00000155858	LSM11	LSM11%2C U7 small nuclear RNA associated 	ENST00000286307	ENSGGOT00000034694	ENSNLET00000005313	ENSPTRT00000032309	360	338	360	316	293	288	5	1	0	0	4	0	98.2935153583618	1.70648464163823	0.341296928327645	0	0	1.36518771331058	0	0
ENST00000286317	ENSG00000155868	MED7	mediator complex subunit 7 	ENST00000286317	ENSGGOT00000002576	ENSNLET00000004997	ENSPTRT00000032284	233	233	233	233	233	232	1	0	0	1	0	0	99.5708154506438	0.429184549356222	0	0	0.429184549356223	0	0	0
ENST00000286349	ENSG00000155890	TRIM42	tripartite motif containing 42 	ENST00000286349	ENSGGOT00000010627	ENSNLET00000005745	ENSPTRT00000028861	723	723	723	723	723	695	28	3	4	5	11	2	96.1272475795297	3.87275242047026	0.4149377593361	0.553250345781466	0.691562932226833	1.52143845089903	0.276625172890733	0
ENST00000286353	ENSG00000155893	PXYLP1	2-phosphoxylose phosphatase 1 	ENST00000286353	ENSGGOT00000001744	ENSNLET00000005817	ENSPTRT00000028865	480	480	480	480	480	471	9	2	2	0	5	0	98.125	1.875	0.416666666666667	0.416666666666667	0	1.04166666666667	0	0
ENST00000286355	ENSG00000155897	ADCY8	adenylate cyclase 8 	ENST00000286355	ENSGGOT00000055849	ENSNLET00000055462	ENSPTRT00000078847	1251	1251	1251	1255	1229	1225	4	0	2	0	2	0	99.6745321399512	0.325467860048818	0	0.16273393002441	0	0.16273393002441	0	0
ENST00000286398	ENSG00000136824	SMC2	structural maintenance of chromosomes 2 	ENST00000286398	ENSGGOT00000047893	ENSNLET00000021920	ENSPTRT00000107131	1197	1197	1197	1197	1196	1186	10	0	1	4	4	0	99.1638795986622	0.836120401337794	0	0.083612040133779	0.334448160535117	0.334448160535117	0	0
ENST00000286424	ENSG00000155957	TMBIM4	transmembrane BAX inhibitor motif containing 4 	ENST00000286424	ENSGGOT00000000991	ENSNLET00000058270	ENSPTRT00000100451	285	285	285	283	283	274	9	6	0	0	3	0	96.8197879858657	3.18021201413427	2.12014134275618	0	0	1.06007067137809	0	0
ENST00000286428	ENSG00000155959	VBP1	VHL binding protein 1 	ENST00000286428	ENSGGOT00000029918	ENSNLET00000018514	ENSPTRT00000041936	197	197	197	197	197	197	0	0	0	0	0	0	100	0	0	0	0	0	0	0
ENST00000286574	ENSG00000156076	WIF1	WNT inhibitory factor 1 	ENST00000286574	ENSGGOT00000002600	ENSNLET00000003959	ENSPTRT00000009517	379	379	379	379	379	372	7	2	0	1	4	0	98.1530343007916	1.84696569920844	0.527704485488127	0	0.263852242744063	1.05540897097625	0	0
ENST00000286614	ENSG00000156103	MMP16	matrix metallopeptidase 16 	ENST00000286614	ENSGGOT00000055386	ENSNLET00000045369	ENSPTRT00000099969	607	609	607	607	605	603	2	0	1	0	1	0	99.6694214876033	0.330578512396698	0	0.165289256198347	0	0.165289256198347	0	0
ENST00000286657	ENSG00000156140	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3 	ENST00000286657	ENSGGOT00000003602	ENSNLET00000009865	ENSPTRT00000030070	1205	1205	1205	1205	1205	1184	21	4	1	4	10	1	98.2572614107884	1.74273858921161	0.33195020746888	0.08298755186722	0.33195020746888	0.829875518672199	0.08298755186722	0
ENST00000286688	ENSG00000156172	C8orf37	chromosome 8 open reading frame 37 	ENST00000286688	ENSGGOT00000007857	ENSNLET00000039283	ENSPTRT00000037815	207	207	207	207	207	198	9	1	0	0	7	1	95.6521739130435	4.34782608695652	0.483091787439613	0	0	3.38164251207729	0.483091787439613	0
ENST00000286692	ENSG00000156171	DRAM2	DNA damage regulated autophagy modulator 2 	ENST00000286692	ENSGGOT00000009610	ENSNLET00000004738	ENSPTRT00000002047	266	266	266	266	266	261	5	0	0	1	4	0	98.1203007518797	1.8796992481203	0	0	0.37593984962406	1.50375939849624	0	0
ENST00000286713	ENSG00000148175	STOM	stomatin 	ENST00000286713	ENSGGOT00000057457	ENSNLET00000054967	ENSPTRT00000103448	288	288	288	288	288	286	2	0	0	0	1	1	99.3055555555556	0.694444444444443	0	0	0	0.347222222222222	0.347222222222222	0
ENST00000286719	ENSG00000156194	PPEF2	protein phosphatase with EF-hand domain 2 	ENST00000286719	ENSGGOT00000006670	ENSNLET00000010265	ENSPTRT00000030113	753	753	549	757	549	524	25	3	3	1	16	1	95.4462659380692	4.55373406193078	0.546448087431694	0.546448087431694	0.182149362477231	2.9143897996357	0.182149362477231	0
ENST00000286732	ENSG00000156206	CFAP161	cilia and flagella associated protein 161 	ENST00000286732	ENSGGOT00000007094	ENSNLET00000011564	ENSPTRT00000013581	301	301	315	298	296	289	7	0	0	1	3	1	97.6351351351351	2.36486486486487	0	0	0.337837837837838	1.01351351351351	0.337837837837838	0
ENST00000286733	ENSG00000138744	NAAA	N-acylethanolamine acid amidase 	ENST00000286733	ENSGGOT00000014061	ENSNLET00000010269	ENSPTRT00000030115	359	358	300	358	290	276	14	5	0	3	6	0	95.1724137931035	4.82758620689656	1.72413793103448	0	1.03448275862069	2.06896551724138	0	0
ENST00000286744	ENSG00000156218	ADAMTSL3	ADAMTS like 3 	ENST00000286744	ENSGGOT00000012271	ENSNLET00000013746	ENSPTRT00000013624	1691	1691	1691	1684	1684	1628	56	11	7	5	31	0	96.6745843230404	3.32541567695962	0.653206650831354	0.415676959619953	0.296912114014252	1.84085510688836	0	0
ENST00000286758	ENSG00000156234	CXCL13	C-X-C motif chemokine ligand 13 	ENST00000286758	ENSGGOT00000014169	ENSNLET00000010459	ENSPTRT00000030144	109	109	109	109	109	101	8	0	1	0	6	0	92.6605504587156	7.33944954128441	0	0.91743119266055	0	5.5045871559633	0	0
ENST00000286760	ENSG00000156232	WHAMM	WASP homolog associated with actin%2C golgi membranes and microtubules 	ENST00000286760	ENSGGOT00000000285	ENSNLET00000013964	ENSPTRT00000058655	809	813	740	571	412	399	13	0	1	1	11	0	96.8446601941747	3.15533980582525	0	0.242718446601942	0.242718446601942	2.66990291262136	0	0
ENST00000286788	ENSG00000156261	CCT8	chaperonin containing TCP1 subunit 8 	ENST00000286788	ENSGGOT00000006376	ENSNLET00000048650	ENSPTRT00000085531	548	548	548	548	548	544	4	0	2	0	1	0	99.2700729927007	0.729927007299267	0	0.364963503649635	0	0.182481751824818	0	0
ENST00000286800	ENSG00000156273	BACH1	BTB domain and CNC homolog 1 	ENST00000286800	ENSGGOT00000032283	ENSNLET00000004289	ENSPTRT00000025801	736	736	736	736	736	718	18	0	2	5	10	1	97.554347826087	2.44565217391305	0	0.271739130434783	0.679347826086957	1.35869565217391	0.135869565217391	0
ENST00000286827	ENSG00000156299	TIAM1	T cell lymphoma invasion and metastasis 1 	ENST00000286827	ENSGGOT00000014809	ENSNLET00000004500	ENSPTRT00000025824	1591	1591	1591	1561	1557	1547	10	1	2	4	3	0	99.3577392421323	0.642260757867689	0.06422607578677	0.128452151573539	0.256904303147078	0.192678227360308	0	0
ENST00000286835	ENSG00000156304	SCAF4	SR-related CTD associated factor 4 	ENST00000286835	ENSGGOT00000015620	ENSNLET00000004634	ENSPTRT00000025827	1147	1147	998	1147	997	988	9	0	0	3	6	0	99.0972918756269	0.90270812437312	0	0	0.300902708124373	0.601805416248746	0	0
ENST00000287008	ENSG00000156453	PCDH1	protocadherin 1 	ENST00000287008	ENSGGOT00000001004	ENSNLET00000012361	ENSPTRT00000093925	1237	1244	1237	1219	1187	1179	8	4	0	1	3	0	99.3260320134794	0.673967986520637	0.33698399326032	0	0.08424599831508	0.25273799494524	0	0
ENST00000287020	ENSG00000156466	GDF6	growth differentiation factor 6 	ENST00000287020	ENSGGOT00000027000	ENSNLET00000004530	ENSPTRT00000102349	455	455	455	455	455	443	12	0	1	2	8	1	97.3626373626374	2.63736263736264	0	0.21978021978022	0.43956043956044	1.75824175824176	0.21978021978022	0
ENST00000287025	ENSG00000156469	MTERF3	mitochondrial transcription termination factor 3 	ENST00000287025	ENSGGOT00000011579	ENSNLET00000004584	ENSPTRT00000037819	417	417	417	417	417	413	4	0	0	2	2	0	99.0407673860911	0.959232613908867	0	0	0.479616306954436	0.479616306954436	0	0
ENST00000287078	ENSG00000156521	TYSND1	trypsin domain containing 1 	ENST00000287078	ENSGGOT00000016696	ENSNLET00000014371	ENSPTRT00000046422	566	566	566	540	536	504	32	4	6	11	11	0	94.0298507462687	5.97014925373135	0.746268656716418	1.11940298507463	2.05223880597015	2.05223880597015	0	0
ENST00000287097	ENSG00000156535	CD109	CD109 molecule 	ENST00000287097	ENSGGOT00000004110	ENSNLET00000033500	ENSPTRT00000088248	1445	1446	1446	1405	1378	1331	47	5	6	8	24	0	96.589259796807	3.41074020319303	0.362844702467344	0.435413642960813	0.58055152394775	1.74165457184325	0	0
ENST00000287139	ENSG00000156574	NODAL	nodal growth differentiation factor 	ENST00000287139	ENSGGOT00000002595	ENSNLET00000020542	ENSPTRT00000004869	347	347	347	347	347	336	11	3	0	2	5	0	96.8299711815562	3.17002881844381	0.864553314121037	0	0.576368876080692	1.44092219020173	0	0
ENST00000287156	ENSG00000156587	UBE2L6	ubiquitin conjugating enzyme E2 L6 	ENST00000287156	ENSGGOT00000005265	ENSNLET00000042504	ENSPTRT00000006857	153	153	153	153	153	142	11	0	0	0	9	1	92.8104575163399	7.18954248366013	0	0	0	5.88235294117647	0.65359477124183	0
ENST00000287169	ENSG00000156599	ZDHHC5	zinc finger DHHC-type containing 5 	ENST00000287169	ENSGGOT00000000423	ENSNLET00000016365	ENSPTRT00000062596	715	715	715	715	715	711	4	0	1	0	3	0	99.4405594405594	0.55944055944056	0	0.13986013986014	0	0.41958041958042	0	0
ENST00000287202	ENSG00000140488	CELF6	CUGBP Elav-like family member 6 	ENST00000287202	ENSGGOT00000033930	ENSNLET00000017796	ENSPTRT00000094449	481	481	481	481	481	479	2	1	0	0	1	0	99.5841995841996	0.415800415800419	0.207900207900208	0	0	0.207900207900208	0	0
ENST00000287218	ENSG00000156639	ZFAND3	zinc finger AN1-type containing 3 	ENST00000287218	ENSGGOT00000066695	ENSNLET00000014417	ENSPTRT00000057318	227	227	200	227	193	190	3	0	0	3	0	0	98.4455958549223	1.55440414507773	0	0	1.55440414507772	0	0	0
ENST00000287295	ENSG00000156709	AIFM1	apoptosis inducing factor mitochondria associated 1 	ENST00000287295	ENSGGOT00000007671	ENSNLET00000019504	ENSPTRT00000092663	613	603	586	613	483	474	9	0	3	3	2	1	98.1366459627329	1.86335403726709	0	0.62111801242236	0.62111801242236	0.41407867494824	0.20703933747412	0
ENST00000287322	ENSG00000156735	BAG4	BCL2 associated athanogene 4 	ENST00000287322	ENSGGOT00000000940	ENSNLET00000015622	ENSPTRT00000037362	457	457	457	456	456	446	10	0	0	3	7	0	97.8070175438596	2.19298245614036	0	0	0.657894736842105	1.53508771929825	0	0
ENST00000287380	ENSG00000156787	TBC1D31	TBC1 domain family member 31 	ENST00000287380	ENSGGOT00000034137	ENSNLET00000006712	ENSPTRT00000038016	1066	1066	1067	1067	1066	1036	30	1	0	6	22	0	97.1857410881801	2.81425891181989	0.093808630393996	0	0.562851782363977	2.06378986866792	0	0
ENST00000287387	ENSG00000156795	WDYHV1	WDYHV motif containing 1 	ENST00000287387	ENSGGOT00000010335	ENSNLET00000006779	ENSPTRT00000106715	205	205	177	205	177	174	3	1	2	0	0	0	98.3050847457627	1.69491525423729	0.564971751412429	1.12994350282486	0	0	0	0
ENST00000287394	ENSG00000156802	ATAD2	ATPase family AAA domain containing 2 	ENST00000287394	ENSGGOT00000009438	ENSNLET00000006768	ENSPTRT00000038022	1390	1391	1386	1382	1375	1350	25	6	4	2	12	0	98.1818181818182	1.81818181818181	0.436363636363636	0.290909090909091	0.145454545454545	0.872727272727273	0	0
ENST00000287437	ENSG00000156831	NSMCE2	NSE2 (MMS21) homolog%2C SMC5-SMC6 complex SUMO ligase 	ENST00000287437	ENSGGOT00000008221	ENSNLET00000007061	ENSPTRT00000038056	247	247	247	247	247	239	8	0	0	1	7	0	96.7611336032389	3.23886639676114	0	0	0.404858299595142	2.83400809716599	0	0
ENST00000287474	ENSG00000156869	FRRS1	ferric chelate reductase 1 	ENST00000287474	ENSGGOT00000003900	ENSNLET00000014663	ENSPTRT00000001868	626	626	373	535	282	277	5	0	2	0	2	1	98.2269503546099	1.77304964539007	0	0.709219858156028	0	0.709219858156028	0.354609929078014	0
ENST00000287482	ENSG00000156876	SASS6	SAS-6 centriolar assembly protein 	ENST00000287482	ENSGGOT00000000916	ENSNLET00000014970	ENSPTRT00000001874	657	658	657	657	657	650	7	0	0	0	5	2	98.9345509893455	1.06544901065449	0	0	0	0.76103500761035	0.30441400304414	0
ENST00000287490	ENSG00000156885	COX6A2	cytochrome c oxidase subunit 6A2 	ENST00000287490	ENSGGOT00000006150	ENSNLET00000020803	ENSPTRT00000014846	97	97	97	97	96	94	2	0	0	0	2	0	97.9166666666667	2.08333333333333	0	0	0	2.08333333333333	0	0
ENST00000287538	ENSG00000156925	ZIC3	Zic family member 3 	ENST00000287538	ENSGGOT00000024374	ENSNLET00000003822	ENSPTRT00000106555	467	466	466	360	359	357	2	0	0	0	2	0	99.4428969359332	0.557103064066851	0	0	0	0.557103064066852	0	0
ENST00000287546	ENSG00000156931	VPS8	VPS8 subunit of CORVET complex 	ENST00000287546	ENSGGOT00000013961	ENSNLET00000031611	ENSPTRT00000110098	1428	1428	1428	1196	1163	1151	12	3	2	3	4	0	98.9681857265692	1.03181427343078	0.257953568357696	0.171969045571797	0.257953568357696	0.343938091143594	0	0
ENST00000287585	ENSG00000156959	LHFPL4	LHFPL tetraspan subfamily member 4 	ENST00000287585	ENSGGOT00000066262	ENSNLET00000056127	ENSPTRT00000027275	247	247	247	206	206	205	1	1	0	0	0	0	99.5145631067961	0.485436893203882	0.485436893203883	0	0	0	0	0
ENST00000287590	ENSG00000156966	B3GNT7	UDP-GlcNAc:betaGal beta-1%2C3-N-acetylglucosaminyltransferase 7 	ENST00000287590	ENSGGOT00000010453	ENSNLET00000058384	ENSPTRT00000098380	401	401	401	251	251	247	4	2	1	0	1	0	98.406374501992	1.59362549800797	0.796812749003984	0.398406374501992	0	0.398406374501992	0	0
ENST00000287600	ENSG00000156973	PDE6D	phosphodiesterase 6D 	ENST00000287600	ENSGGOT00000013557	ENSNLET00000047013	ENSPTRT00000024152	150	150	150	120	104	104	0	0	0	0	0	0	100	0	0	0	0	0	0	0
ENST00000287641	ENSG00000157005	SST	somatostatin 	ENST00000287641	ENSGGOT00000030454	ENSNLET00000008540	ENSPTRT00000085233	116	116	116	116	116	114	2	1	0	0	1	0	98.2758620689655	1.72413793103448	0.862068965517241	0	0	0.862068965517241	0	0
ENST00000287647	ENSG00000144554	FANCD2	FA complementation group D2 	ENST00000287647	ENSGGOT00000044837	ENSNLET00000056946	ENSPTRT00000027333	1471	1417	1390	1427	1216	1186	30	6	4	6	12	2	97.5328947368421	2.46710526315789	0.493421052631579	0.328947368421053	0.493421052631579	0.986842105263158	0.164473684210526	0
ENST00000287652	ENSG00000157014	TATDN2	TatD DNase domain containing 2 	ENST00000287652	ENSGGOT00000010188	ENSNLET00000005654	ENSPTRT00000027343	761	761	761	760	760	736	24	5	3	2	12	1	96.8421052631579	3.15789473684211	0.657894736842105	0.394736842105263	0.263157894736842	1.57894736842105	0.131578947368421	0
ENST00000287675	ENSG00000157036	EXOG	exo/endonuclease G 	ENST00000287675	ENSGGOT00000010820	ENSNLET00000006899	ENSPTRT00000027604	368	368	369	368	368	351	17	1	1	3	10	2	95.3804347826087	4.6195652173913	0.271739130434783	0.271739130434783	0.815217391304348	2.71739130434783	0.543478260869565	0
ENST00000287713	ENSG00000157064	NMNAT2	nicotinamide nucleotide adenylyltransferase 2 	ENST00000287713	ENSGGOT00000062411	ENSNLET00000022996	ENSPTRT00000003197	307	307	307	307	307	306	1	0	0	0	1	0	99.6742671009772	0.325732899022796	0	0	0	0.325732899022801	0	0
ENST00000287727	ENSG00000157077	ZFYVE9	zinc finger FYVE-type containing 9 	ENST00000287727	ENSGGOT00000012734	ENSNLET00000022977	ENSPTRT00000001394	1425	1425	1425	1421	1419	1383	36	4	4	5	22	0	97.4630021141649	2.53699788583509	0.281888653981677	0.281888653981677	0.352360817477096	1.55038759689923	0	0
ENST00000287777	ENSG00000157119	KLHL40	kelch like family member 40 	ENST00000287777	ENSGGOT00000006127	ENSNLET00000007441	ENSPTRT00000048984	621	621	621	519	469	464	5	1	0	1	3	0	98.9339019189766	1.06609808102345	0.213219616204691	0	0.213219616204691	0.639658848614072	0	0
ENST00000287820	ENSG00000132170	PPARG	peroxisome proliferator activated receptor gamma 	ENST00000287820	ENSGGOT00000066333	ENSNLET00000037710	ENSPTRT00000076483	505	505	505	505	505	501	4	1	1	1	1	0	99.2079207920792	0.792079207920793	0.198019801980198	0.198019801980198	0.198019801980198	0.198019801980198	0	0
ENST00000287859	ENSG00000157181	ODR4	odr-4 GPCR localization factor homolog 	ENST00000287859	ENSGGOT00000012737	ENSNLET00000023022	ENSPTRT00000003242	454	454	454	454	451	448	3	1	0	1	1	0	99.3348115299335	0.665188470066525	0.221729490022173	0	0.221729490022173	0.221729490022173	0	0
ENST00000287878	ENSG00000106617	PRKAG2	protein kinase AMP-activated non-catalytic subunit gamma 2 	ENST00000287878	ENSGGOT00000014874	ENSNLET00000033577	ENSPTRT00000084322	569	445	569	569	387	384	3	0	0	2	1	0	99.2248062015504	0.775193798449607	0	0	0.516795865633075	0.258397932816537	0	0
ENST00000287907	ENSG00000157219	HTR5A	5-hydroxytryptamine receptor 5A 	ENST00000287907	ENSGGOT00000015577	ENSNLET00000042725	ENSPTRT00000036878	357	357	357	357	357	351	6	2	2	0	1	1	98.3193277310924	1.68067226890756	0.560224089635854	0.560224089635854	0	0.280112044817927	0.280112044817927	0
ENST00000287916	ENSG00000157224	CLDN12	claudin 12 	ENST00000287916	ENSGGOT00000063424	ENSNLET00000019334	ENSPTRT00000091738	244	244	244	244	244	244	0	0	0	0	0	0	100	0	0	0	0	0	0	0
ENST00000287957	ENSG00000157259	GATAD1	GATA zinc finger domain containing 1 	ENST00000287957	ENSGGOT00000031935	ENSNLET00000019491	ENSPTRT00000035899	269	270	269	255	252	247	5	1	0	0	4	0	98.015873015873	1.98412698412699	0.396825396825397	0	0	1.58730158730159	0	0
ENST00000287996	ENSG00000127080	IPPK	inositol-pentakisphosphate 2-kinase 	ENST00000287996	ENSGGOT00000003943	ENSNLET00000060058	ENSPTRT00000039048	491	501	491	491	490	487	3	1	0	0	2	0	99.3877551020408	0.612244897959187	0.204081632653061	0	0	0.408163265306122	0	0
ENST00000288025	ENSG00000157315	TMED6	transmembrane p24 trafficking protein 6 	ENST00000288025	ENSGGOT00000007784	ENSNLET00000006991	ENSPTRT00000015268	240	240	240	240	240	231	9	0	1	1	5	1	96.25	3.75	0	0.416666666666667	0.416666666666667	2.08333333333333	0.416666666666667	0
ENST00000288065	ENSG00000157343	ARMC12	armadillo repeat containing 12 	ENST00000288065	ENSGGOT00000015572	ENSNLET00000011208	ENSPTRT00000087415	367	366	340	367	340	329	11	0	2	2	4	1	96.7647058823529	3.23529411764706	0	0.588235294117647	0.588235294117647	1.17647058823529	0.294117647058823	0
ENST00000288111	ENSG00000157379	DHRS1	dehydrogenase/reductase 1 	ENST00000288111	ENSGGOT00000004710	ENSNLET00000019651	ENSPTRT00000011400	313	313	313	313	313	306	7	2	2	0	3	0	97.7635782747604	2.23642172523962	0.638977635782748	0.638977635782748	0	0.958466453674121	0	0
ENST00000288139	ENSG00000157388	CACNA1D	calcium voltage-gated channel subunit alpha1 D 	ENST00000288139	ENSGGOT00000003683	ENSNLET00000051697	ENSPTRT00000080778	2181	2181	2181	2116	1938	1913	25	1	1	2	20	0	98.7100103199174	1.28998968008256	0.051599587203302	0.051599587203302	0.103199174406605	1.03199174406605	0	0
ENST00000288167	ENSG00000056736	IL17RB	interleukin 17 receptor B 	ENST00000288167	ENSGGOT00000001811	ENSNLET00000009239	ENSPTRT00000048376	502	505	502	501	501	476	25	2	6	2	14	1	95.0099800399202	4.99001996007983	0.399201596806387	1.19760479041916	0.399201596806387	2.79441117764471	0.199600798403194	0
ENST00000288207	ENSG00000157456	CCNB2	cyclin B2 	ENST00000288207	ENSGGOT00000007681	ENSNLET00000014765	ENSPTRT00000013146	398	398	398	398	398	386	12	0	1	2	7	0	96.9849246231156	3.01507537688443	0	0.251256281407035	0.50251256281407	1.75879396984925	0	0
ENST00000288221	ENSG00000187672	ERC2	ELKS/RAB6-interacting/CAST family member 2 	ENST00000288221	ENSGGOT00000041036	ENSNLET00000009248	ENSPTRT00000028152	957	957	957	957	957	954	3	1	0	0	1	1	99.6865203761756	0.313479623824449	0.104493207941484	0	0	0.104493207941484	0.104493207941484	0
ENST00000288228	ENSG00000157470	FAM81A	family with sequence similarity 81 member A 	ENST00000288228	ENSGGOT00000015959	ENSNLET00000014846	ENSPTRT00000013151	368	368	368	368	368	367	1	0	0	0	1	0	99.7282608695652	0.271739130434781	0	0	0	0.271739130434783	0	0
ENST00000288235	ENSG00000157483	MYO1E	myosin IE 	ENST00000288235	ENSGGOT00000007691	ENSNLET00000014836	ENSPTRT00000013148	1108	1108	1108	1106	1105	1098	7	3	1	0	2	1	99.3665158371041	0.633484162895925	0.271493212669683	0.090497737556561	0	0.180995475113122	0.090497737556561	0
ENST00000288368	ENSG00000046889	PREX2	phosphatidylinositol-3%2C4%2C5-trisphosphate dependent Rac exchange factor 2 	ENST00000288368	ENSGGOT00000031679	ENSNLET00000014313	ENSPTRT00000087985	1606	1620	1606	1606	1569	1557	12	2	0	3	7	0	99.2351816443595	0.764818355640529	0.127469725940089	0	0.191204588910134	0.446144040790312	0	0
ENST00000288532	ENSG00000110871	COQ5	coenzyme Q5%2C methyltransferase 	ENST00000288532	ENSGGOT00000008834	ENSNLET00000020028	ENSPTRT00000010161	327	327	327	327	327	315	12	3	1	2	4	2	96.3302752293578	3.6697247706422	0.91743119266055	0.305810397553517	0.611620795107034	1.22324159021407	0.611620795107034	0
ENST00000288607	ENSG00000157778	PSMG3	proteasome assembly chaperone 3 	ENST00000288607	ENSGGOT00000014012	ENSNLET00000038362	ENSPTRT00000087237	122	122	122	122	122	121	1	0	0	1	0	0	99.1803278688525	0.819672131147541	0	0	0.819672131147541	0	0	0
